点数：12290
xmin:497110.02999878
xmax:497173.02999878
ymin:5419282.0
ymax:5419342.0
zmin:262.38000488
zmax:280.38000488

第一个格网单元(0,0,0)的点个数：0
第一个点的候选点数目：70
第一个点的k个点序号：[8248, 2, 12, 3, 10, 11]
所有点的邻域点平均距离均值: 0.7272960053894515
所有点的邻域点距离标准差均值: 0.1709730879529831
滤波后的点数: 11731
497153.52999878 5419325.5 275.35998535
497153.52999878 5419325.0 275.10998535
497153.52999878 5419324.5 274.89001465
497153.5 5419324.0 274.63000488
497153.5 5419324.0 274.35998535
497153.5 5419323.5 274.07000732
497153.55999756 5419318.0 266.79000854
497153.52999878 5419317.5 266.75
497153.52999878 5419317.0 266.75
497152.88000488 5419309.0 272.04000854
497152.88000488 5419308.5 272.20001221
497152.83999634 5419308.0 271.97000122
497152.80999756 5419307.5 272.19000244
497152.97000122 5419307.5 268.8500061
497152.97000122 5419307.0 268.32000732
497152.97000122 5419306.5 267.91000366
497152.94000244 5419306.0 267.76000977
497152.47000122 5419302.0 274.1000061
497152.44000244 5419301.5 274.42001343
497152.38000488 5419301.0 274.79000854
497152.33999634 5419300.5 275.14001465
497152.30999756 5419300.0 275.44000244
497152.27999878 5419299.5 275.79000854
497152.22000122 5419299.0 276.17001343
497152.19000244 5419298.5 276.51000977
497152.16000366 5419298.0 276.82998657
497152.11999512 5419297.5 277.17001343
497152.08999634 5419297.0 277.54000854
497152.05999756 5419296.5 277.63000488
497152.05999756 5419296.5 277.32000732
497152.02999878 5419296.0 277.0
497152.02999878 5419295.5 276.67001343
497152.02999878 5419295.0 276.39001465
497152.02999878 5419294.5 276.04000854
497152.0 5419294.0 275.82998657
497152.0 5419293.5 275.48001099
497152.0 5419293.5 275.1000061
497152.0 5419293.0 274.79998779
497152.0 5419292.5 274.48001099
497151.97000122 5419292.0 274.16000366
497151.97000122 5419291.5 273.82000732
497152.58999634 5419291.5 273.95001221
497152.58999634 5419292.0 274.23001099
497152.58999634 5419292.5 274.57000732
497152.61999512 5419293.0 274.91000366
497152.61999512 5419293.5 275.26000977
497152.61999512 5419294.0 275.54000854
497152.61999512 5419294.5 275.82998657
497152.66000366 5419295.0 276.17001343
497152.66000366 5419295.0 276.5
497152.66000366 5419295.5 276.82000732
497152.66000366 5419296.0 277.17001343
497152.69000244 5419296.5 277.45001221
497152.69000244 5419297.0 277.76000977
497152.72000122 5419297.5 277.32998657
497152.77999878 5419298.0 277.0
497152.80999756 5419298.5 276.63000488
497152.83999634 5419299.0 276.32000732
497152.88000488 5419299.5 275.98001099
497152.94000244 5419300.0 275.64001465
497152.97000122 5419300.5 275.26000977
497153.0 5419301.0 274.92001343
497153.02999878 5419301.5 274.6000061
497153.08999634 5419302.0 274.20001221
497153.11999512 5419302.5 273.8500061
497153.44000244 5419306.0 270.73001099
497153.44000244 5419306.0 271.04000854
497153.44000244 5419306.5 271.48001099
497153.52999878 5419307.0 270.22000122
497153.52999878 5419308.0 270.94000244
497153.52999878 5419308.5 271.8500061
497153.5 5419309.0 272.47000122
497154.16000366 5419323.5 274.26000977
497154.19000244 5419324.0 274.51000977
497154.19000244 5419324.5 274.76998901
497154.19000244 5419325.0 275.13000488
497154.22000122 5419325.5 275.29000854
497154.25 5419326.0 275.1000061
497154.27999878 5419326.5 274.38000488
497154.33999634 5419327.0 274.13000488
497154.25 5419327.0 276.3500061
497154.25 5419327.5 276.6000061
497154.25 5419328.0 276.8500061
497154.27999878 5419328.0 277.07998657
497154.27999878 5419328.5 277.3500061
497154.27999878 5419329.0 277.64001465
497154.30999756 5419329.5 277.8500061
497154.30999756 5419330.0 278.14001465
497154.30999756 5419330.0 278.41000366
497154.30999756 5419330.5 278.66000366
497154.33999634 5419331.0 278.94000244
497154.33999634 5419331.5 279.17001343
497154.33999634 5419332.0 279.45001221
497154.38000488 5419332.5 279.29000854
497154.41000366 5419333.0 278.98001099
497154.47000122 5419333.5 278.64001465
497154.5 5419334.0 278.38000488
497154.52999878 5419334.5 278.04998779
497154.55999756 5419334.5 277.76998901
497154.58999634 5419335.0 277.45001221
497154.61999512 5419335.5 277.16000366
497154.69000244 5419336.0 276.8500061
497154.72000122 5419336.5 276.54000854
497154.75 5419337.0 276.23001099
497154.77999878 5419337.5 275.95001221
497154.80999756 5419338.0 275.64001465
497154.88000488 5419338.5 275.3500061
497154.91000366 5419339.0 275.01000977
497154.94000244 5419339.5 274.79000854
497154.97000122 5419340.0 274.42001343
497155.47000122 5419340.0 274.41000366
497155.44000244 5419339.5 274.73001099
497155.41000366 5419339.0 275.04000854
497155.38000488 5419338.5 275.26000977
497155.41000366 5419338.5 274.54000854
497155.38000488 5419338.0 274.48001099
497155.25 5419337.0 276.20001221
497155.22000122 5419336.5 276.51000977
497155.19000244 5419336.5 276.76998901
497155.16000366 5419336.0 277.13000488
497155.11999512 5419335.5 277.42001343
497155.08999634 5419335.0 277.70001221
497155.02999878 5419334.5 278.01000977
497155.0 5419334.0 278.29000854
497154.97000122 5419333.5 278.6000061
497154.94000244 5419333.0 278.89001465
497154.91000366 5419332.5 279.20001221
497154.88000488 5419332.0 279.54000854
497154.83999634 5419331.5 279.25
497154.83999634 5419331.0 278.98001099
497154.83999634 5419331.0 278.72000122
497154.83999634 5419330.5 278.47000122
497154.80999756 5419330.0 278.23001099
497154.80999756 5419329.5 277.95001221
497154.80999756 5419329.0 277.70001221
497154.80999756 5419329.0 277.44000244
497154.77999878 5419328.5 277.17001343
497154.77999878 5419328.0 276.95001221
497154.77999878 5419327.5 276.70001221
497154.77999878 5419327.0 276.41000366
497154.88000488 5419327.0 274.04998779
497154.83999634 5419326.5 274.07998657
497154.80999756 5419326.0 274.07000732
497154.80999756 5419325.5 274.07000732
497154.72000122 5419325.0 275.19000244
497154.72000122 5419324.5 274.85998535
497154.72000122 5419324.0 274.6000061
497154.69000244 5419324.0 274.35998535
497154.69000244 5419323.5 274.04000854
497154.77999878 5419319.0 266.98001099
497154.08999634 5419308.5 271.45001221
497154.05999756 5419308.0 271.88000488
497154.05999756 5419307.5 271.26000977
497154.08999634 5419307.0 270.32000732
497154.02999878 5419306.5 270.66000366
497154.0 5419306.0 271.25
497154.0 5419305.5 270.48001099
497154.16000366 5419305.5 267.1000061
497153.69000244 5419302.5 273.89001465
497153.66000366 5419302.0 274.26000977
497153.61999512 5419301.5 274.57998657
497153.55999756 5419301.0 274.92001343
497153.52999878 5419300.5 275.29000854
497153.5 5419300.0 275.63000488
497153.47000122 5419299.5 275.95001221
497153.41000366 5419299.0 276.32000732
497153.38000488 5419298.5 276.67001343
497153.33999634 5419298.0 276.98001099
497153.30999756 5419297.5 277.32000732
497153.25 5419297.0 277.73001099
497153.25 5419296.5 277.48001099
497153.25 5419296.0 277.17001343
497153.25 5419295.5 276.79998779
497153.22000122 5419295.5 276.54998779
497153.22000122 5419295.0 276.20001221
497153.22000122 5419294.5 275.91000366
497153.22000122 5419294.0 275.6000061
497153.22000122 5419293.5 275.26000977
497153.19000244 5419293.0 274.98001099
497153.19000244 5419292.5 274.63000488
497153.19000244 5419292.0 274.29998779
497153.19000244 5419292.0 273.98001099
497153.77999878 5419292.0 274.07000732
497153.80999756 5419292.5 274.39001465
497153.80999756 5419293.0 274.73001099
497153.80999756 5419293.5 275.01000977
497153.80999756 5419293.5 275.38000488
497153.83999634 5419294.0 275.70001221
497153.83999634 5419294.5 276.01000977
497153.83999634 5419295.0 276.3500061
497153.83999634 5419295.5 276.6000061
497153.88000488 5419296.0 276.95001221
497153.88000488 5419296.5 277.26998901
497153.88000488 5419297.0 277.60998535
497153.91000366 5419297.0 277.57000732
497153.94000244 5419297.5 277.22000122
497153.97000122 5419298.0 276.85998535
497154.02999878 5419298.5 276.54998779
497154.05999756 5419299.0 276.16000366
497154.08999634 5419299.5 275.79000854
497154.11999512 5419300.0 275.47000122
497154.19000244 5419300.5 275.10998535
497154.22000122 5419301.0 274.76000977
497154.25 5419301.5 274.42001343
497154.30999756 5419302.0 274.07998657
497154.61999512 5419305.5 270.82998657
497154.61999512 5419306.0 270.91000366
497154.66000366 5419306.5 271.10998535
497154.72000122 5419307.0 270.41000366
497154.66000366 5419307.5 272.13000488
497154.72000122 5419308.0 271.35998535
497155.38000488 5419323.5 274.1000061
497155.38000488 5419324.0 274.39001465
497155.38000488 5419324.5 274.63000488
497155.41000366 5419325.0 274.89001465
497155.41000366 5419325.0 275.23001099
497155.41000366 5419325.5 275.25
497155.5 5419326.0 274.1000061
497155.52999878 5419326.5 274.07998657
497155.52999878 5419327.0 274.07998657
497155.44000244 5419327.0 276.5
497155.47000122 5419327.5 276.76000977
497155.47000122 5419328.0 276.98001099
497155.47000122 5419328.5 277.26998901
497155.47000122 5419329.0 277.51000977
497155.5 5419329.5 277.79000854
497155.5 5419329.5 278.01998901
497155.5 5419330.0 278.26998901
497155.52999878 5419330.5 278.54000854
497155.52999878 5419331.0 278.82000732
497155.52999878 5419331.5 279.1000061
497155.52999878 5419332.0 279.3500061
497155.55999756 5419332.0 279.35998535
497155.58999634 5419332.5 279.07000732
497155.61999512 5419333.0 278.76998901
497155.69000244 5419333.5 278.48001099
497155.72000122 5419334.0 278.17001343
497155.75 5419334.5 277.82998657
497155.77999878 5419335.0 277.54000854
497155.80999756 5419335.5 277.26998901
497155.88000488 5419336.0 276.94000244
497155.91000366 5419336.5 276.63000488
497155.94000244 5419337.0 276.32998657
497155.97000122 5419337.5 276.04000854
497156.02999878 5419338.0 275.73001099
497156.05999756 5419338.5 275.42001343
497156.08999634 5419339.0 275.07998657
497156.11999512 5419339.5 274.82000732
497156.16000366 5419340.0 274.54998779
497156.69000244 5419340.0 274.39001465
497156.66000366 5419339.5 274.73001099
497156.61999512 5419339.0 275.0
497156.58999634 5419338.5 275.32998657
497156.47000122 5419337.5 276.17001343
497156.44000244 5419337.0 276.44000244
497156.41000366 5419336.5 276.73001099
497156.38000488 5419336.0 277.01000977
497156.33999634 5419335.5 277.29998779
497156.30999756 5419335.0 277.6000061
497156.27999878 5419334.5 277.89001465
497156.25 5419334.0 278.17001343
497156.19000244 5419333.5 278.45001221
497156.16000366 5419333.0 278.76000977
497156.11999512 5419333.0 279.04000854
497156.08999634 5419332.5 279.3500061
497156.05999756 5419332.0 279.41000366
497156.05999756 5419331.5 279.14001465
497156.05999756 5419331.0 278.92001343
497156.05999756 5419330.5 278.67001343
497156.02999878 5419330.5 278.39001465
497156.02999878 5419330.0 278.17001343
497156.02999878 5419329.5 277.92001343
497156.02999878 5419329.0 277.66000366
497156.0 5419329.0 277.45001221
497156.0 5419328.5 277.17001343
497156.0 5419328.0 276.95001221
497156.0 5419327.5 276.72000122
497155.97000122 5419327.0 276.45001221
497156.02999878 5419327.0 274.76000977
497156.02999878 5419326.5 274.39001465
497156.02999878 5419326.0 274.20001221
497156.0 5419326.0 274.45001221
497155.94000244 5419325.5 275.14001465
497155.94000244 5419325.0 274.95001221
497155.94000244 5419324.5 274.73001099
497155.91000366 5419324.0 274.47000122
497155.91000366 5419323.5 274.20001221
497156.27999878 5419324.0 266.48001099
497155.27999878 5419308.0 271.45001221
497155.27999878 5419307.5 271.25
497155.30999756 5419307.0 270.16000366
497155.22000122 5419306.5 271.26000977
497155.22000122 5419306.5 270.76998901
497155.22000122 5419306.0 270.70001221
497155.25 5419305.5 269.69000244
497155.19000244 5419305.0 270.23001099
497155.19000244 5419304.5 270.04000854
497154.88000488 5419302.0 274.13000488
497154.83999634 5419301.5 274.42001343
497154.80999756 5419301.0 274.76000977
497154.75 5419300.5 275.1000061
497154.72000122 5419300.0 275.42001343
497154.69000244 5419300.0 275.76000977
497154.66000366 5419299.5 276.1000061
497154.61999512 5419299.0 276.42001343
497154.55999756 5419298.5 276.76998901
497154.52999878 5419298.0 277.07998657
497154.5 5419297.5 277.39001465
497154.47000122 5419297.0 277.76998901
497154.47000122 5419296.5 277.45001221
497154.47000122 5419296.0 277.14001465
497154.44000244 5419296.0 276.82000732
497154.44000244 5419295.5 276.54998779
497154.44000244 5419295.0 276.26000977
497154.44000244 5419294.5 275.95001221
497154.44000244 5419294.0 275.64001465
497154.41000366 5419293.5 275.3500061
497154.41000366 5419293.5 275.04000854
497154.41000366 5419293.0 274.70001221
497154.41000366 5419292.5 274.39001465
497154.38000488 5419292.0 274.14001465
497154.38000488 5419291.5 273.76000977
497154.5 5419289.5 269.17001343
497154.47000122 5419289.0 269.10998535
497155.05999756 5419292.0 273.89001465
497155.05999756 5419292.0 274.19000244
497155.05999756 5419292.5 274.54000854
497155.05999756 5419293.0 274.8500061
497155.08999634 5419293.5 275.17001343
497155.08999634 5419294.0 275.51000977
497155.08999634 5419294.5 275.79998779
497155.08999634 5419295.0 276.13000488
497155.11999512 5419295.0 276.44000244
497155.11999512 5419295.5 276.75
497155.11999512 5419296.0 277.07000732
497155.11999512 5419296.5 277.39001465
497155.11999512 5419297.0 277.70001221
497155.16000366 5419297.5 277.5
497155.22000122 5419298.0 277.16000366
497155.25 5419298.5 276.79000854
497155.83999634 5419304.5 270.82000732
497155.88000488 5419305.0 270.51000977
497155.91000366 5419305.5 270.48001099
497155.83999634 5419306.0 271.69000244
497155.94000244 5419306.5 270.79000854
497155.94000244 5419307.0 271.01000977
497155.97000122 5419307.5 270.79000854
497155.97000122 5419307.5 271.32000732
497156.5 5419314.5 267.14001465
497156.5 5419315.0 267.51000977
497156.5 5419315.5 267.5
497156.69000244 5419318.0 266.73001099
497156.69000244 5419318.5 266.89001465
497156.69000244 5419319.0 267.60998535
497156.72000122 5419319.5 267.47000122
497156.75 5419320.0 267.79000854
497156.77999878 5419320.5 267.6000061
497156.80999756 5419321.0 267.13000488
497156.61999512 5419323.5 274.01000977
497156.61999512 5419324.0 274.3500061
497156.66000366 5419324.5 274.6000061
497156.66000366 5419324.5 274.92001343
497156.66000366 5419325.0 275.13000488
497156.69000244 5419325.5 275.3500061
497156.69000244 5419326.0 275.64001465
497156.69000244 5419326.5 275.91000366
497156.69000244 5419327.0 276.16000366
497156.72000122 5419327.0 276.41000366
497156.72000122 5419327.5 276.64001465
497156.72000122 5419328.0 276.89001465
497156.75 5419328.5 277.14001465
497156.75 5419329.0 277.42001343
497156.75 5419329.0 277.67001343
497156.77999878 5419329.5 277.8500061
497156.77999878 5419330.0 278.20001221
497156.77999878 5419330.5 278.45001221
497156.77999878 5419331.0 278.70001221
497156.77999878 5419331.0 278.95001221
497156.80999756 5419331.5 279.17001343
497156.80999756 5419332.0 279.48001099
497156.83999634 5419332.5 279.29000854
497156.88000488 5419333.0 278.97000122
497156.91000366 5419333.5 278.67001343
497156.97000122 5419334.0 278.38000488
497157.0 5419334.5 278.04998779
497157.02999878 5419335.0 277.76998901
497157.05999756 5419335.5 277.48001099
497157.08999634 5419336.0 277.19000244
497157.16000366 5419336.0 276.88000488
497157.19000244 5419336.5 276.57000732
497157.22000122 5419337.0 276.26998901
497157.25 5419337.5 276.01998901
497157.27999878 5419338.0 275.72000122
497157.30999756 5419338.5 275.39001465
497157.38000488 5419339.0 275.07998657
497157.41000366 5419339.5 274.82000732
497157.44000244 5419340.0 274.51998901
497157.88000488 5419340.0 274.47000122
497157.83999634 5419339.5 274.79998779
497157.80999756 5419339.0 275.04000854
497157.77999878 5419338.5 275.32000732
497157.75 5419338.5 275.63000488
497157.72000122 5419338.0 275.89001465
497157.69000244 5419337.5 276.22000122
497157.61999512 5419337.0 276.51000977
497157.58999634 5419336.5 276.82000732
497157.55999756 5419336.0 277.1000061
497157.52999878 5419335.5 277.38000488
497157.5 5419335.0 277.69000244
497157.47000122 5419334.5 277.98001099
497157.41000366 5419334.0 278.29000854
497157.38000488 5419333.5 278.57000732
497157.33999634 5419333.0 278.8500061
497157.30999756 5419332.5 279.17001343
497157.27999878 5419332.0 279.48001099
497157.27999878 5419332.0 279.32000732
497157.25 5419331.5 279.07000732
497157.25 5419331.0 278.79998779
497157.25 5419330.5 278.57000732
497157.25 5419330.5 278.32000732
497157.22000122 5419330.0 278.04998779
497157.22000122 5419329.5 277.82000732
497157.22000122 5419329.0 277.57000732
497157.22000122 5419328.5 277.32000732
497157.19000244 5419328.5 277.04998779
497157.19000244 5419328.0 276.82000732
497157.19000244 5419327.5 276.54000854
497157.19000244 5419327.0 276.32000732
497157.16000366 5419326.5 276.07000732
497157.16000366 5419326.5 275.82998657
497157.16000366 5419326.0 275.57000732
497157.16000366 5419325.5 275.32000732
497157.11999512 5419325.0 275.07000732
497157.11999512 5419324.5 274.82000732
497157.25 5419324.5 272.04998779
497157.25 5419324.0 271.66000366
497157.22000122 5419324.0 271.73001099
497157.19000244 5419323.5 272.20001221
497157.25 5419320.5 267.48001099
497157.25 5419320.5 267.51000977
497157.19000244 5419319.0 267.6000061
497157.16000366 5419318.0 267.17001343
497157.0 5419315.5 267.44000244
497156.97000122 5419315.0 267.54998779
497156.97000122 5419314.5 267.32000732
497156.97000122 5419314.0 267.14001465
497156.97000122 5419312.0 264.73001099
497156.52999878 5419308.0 270.32000732
497156.47000122 5419307.5 271.1000061
497156.5 5419307.5 270.20001221
497156.44000244 5419307.0 270.75
497156.38000488 5419306.5 271.76998901
497156.38000488 5419306.0 271.07000732
497156.41000366 5419305.5 270.48001099
497156.33999634 5419305.0 271.22000122
497156.33999634 5419304.5 270.3500061
497156.38000488 5419304.0 269.70001221
497156.30999756 5419304.0 270.04998779
497156.19000244 5419299.5 268.39001465
497156.19000244 5419299.0 268.16000366
497155.88000488 5419295.5 271.57000732
497155.83999634 5419295.5 271.6000061
497155.80999756 5419295.0 271.57000732
497155.80999756 5419294.5 271.51000977
497155.77999878 5419294.0 271.51000977
497155.77999878 5419293.5 271.5
497155.58999634 5419293.0 274.66000366
497155.58999634 5419292.5 274.3500061
497155.58999634 5419292.0 274.1000061
497155.69000244 5419291.5 271.48001099
497155.66000366 5419291.5 271.45001221
497155.66000366 5419291.0 271.39001465
497155.61999512 5419290.5 271.39001465
497155.58999634 5419290.0 271.39001465
497155.58999634 5419289.5 271.38000488
497155.66000366 5419289.0 269.13000488
497155.61999512 5419289.0 269.3500061
497155.61999512 5419288.5 269.35998535
497156.05999756 5419288.0 271.67001343
497156.08999634 5419288.5 271.69000244
497156.11999512 5419289.0 271.73001099
497156.16000366 5419289.5 271.73001099
497156.16000366 5419290.0 271.70001221
497156.19000244 5419290.5 271.75
497156.22000122 5419291.0 271.73001099
497156.22000122 5419291.5 271.82000732
497156.25 5419292.0 271.82000732
497156.27999878 5419292.0 271.79000854
497156.30999756 5419292.5 271.82000732
497156.30999756 5419293.0 271.8500061
497156.33999634 5419293.5 271.89001465
497156.38000488 5419294.0 271.89001465
497156.41000366 5419294.5 271.88000488
497156.41000366 5419295.0 271.89001465
497156.44000244 5419295.5 271.95001221
497156.52999878 5419297.5 272.16000366
497156.97000122 5419304.0 269.82000732
497156.94000244 5419304.5 270.51998901
497156.94000244 5419305.0 271.26998901
497156.97000122 5419305.5 271.14001465
497156.97000122 5419306.0 271.13000488
497157.02999878 5419306.5 270.6000061
497157.02999878 5419306.5 270.8500061
497157.02999878 5419307.0 271.70001221
497157.08999634 5419307.5 270.76000977
497157.80999756 5419323.0 272.07000732
497157.88000488 5419323.5 271.32000732
497157.91000366 5419324.0 271.23001099
497157.91000366 5419324.5 271.23001099
497157.75 5419324.5 274.79000854
497157.77999878 5419325.0 275.01998901
497157.77999878 5419325.5 275.29998779
497157.77999878 5419326.0 275.54998779
497157.80999756 5419326.5 275.8500061
497157.80999756 5419326.5 276.07998657
497157.80999756 5419327.0 276.3500061
497157.83999634 5419327.5 276.6000061
497157.83999634 5419328.0 276.89001465
497157.83999634 5419328.5 277.14001465
497157.83999634 5419329.0 277.42001343
497157.88000488 5419329.0 277.64001465
497157.88000488 5419329.5 277.92001343
497157.88000488 5419330.0 278.17001343
497157.91000366 5419330.5 278.45001221
497157.91000366 5419331.0 278.73001099
497157.91000366 5419331.5 278.97000122
497157.91000366 5419331.5 279.23001099
497157.94000244 5419332.0 279.51998901
497157.97000122 5419332.5 279.22000122
497158.0 5419333.0 278.92001343
497158.02999878 5419333.5 278.63000488
497158.08999634 5419334.0 278.25
497158.11999512 5419334.5 278.01000977
497158.16000366 5419335.0 277.69000244
497158.19000244 5419335.5 277.39001465
497158.22000122 5419336.0 277.07000732
497158.27999878 5419336.5 276.76000977
497158.30999756 5419337.0 276.48001099
497158.33999634 5419337.5 276.17001343
497158.38000488 5419338.0 275.8500061
497158.41000366 5419338.5 275.54998779
497158.47000122 5419339.0 275.23001099
497158.5 5419339.5 274.94000244
497158.52999878 5419340.0 274.64001465
497159.05999756 5419340.0 274.38000488
497159.02999878 5419340.0 274.75
497159.0 5419339.5 274.98001099
497158.97000122 5419339.0 275.29000854
497158.94000244 5419338.5 275.6000061
497158.91000366 5419338.0 275.8500061
497158.83999634 5419337.5 276.20001221
497158.80999756 5419337.0 276.45001221
497158.77999878 5419336.5 276.76000977
497158.75 5419336.0 277.07998657
497158.72000122 5419335.5 277.32998657
497158.69000244 5419335.0 277.63000488
497158.66000366 5419334.5 277.92001343
497158.58999634 5419334.0 278.20001221
497158.55999756 5419333.5 278.51000977
497158.52999878 5419333.5 278.79000854
497158.5 5419333.0 279.13000488
497158.47000122 5419332.5 279.41000366
497158.44000244 5419332.0 279.32998657
497158.44000244 5419331.5 279.10998535
497158.44000244 5419331.0 278.8500061
497158.44000244 5419331.0 278.6000061
497158.41000366 5419330.5 278.3500061
497158.41000366 5419330.0 278.07998657
497158.41000366 5419329.5 277.8500061
497158.41000366 5419329.0 277.6000061
497158.38000488 5419329.0 277.3500061
497158.38000488 5419328.5 277.10998535
497158.38000488 5419328.0 276.82000732
497158.38000488 5419327.5 276.57000732
497158.33999634 5419327.0 276.3500061
497158.33999634 5419327.0 276.07000732
497158.33999634 5419326.5 275.89001465
497158.30999756 5419326.0 275.64001465
497158.30999756 5419325.5 275.3500061
497158.30999756 5419325.0 275.1000061
497158.30999756 5419325.0 274.8500061
497158.47000122 5419325.0 271.25
497158.44000244 5419324.5 271.23001099
497158.44000244 5419324.0 271.26000977
497158.33999634 5419323.5 272.20001221
497158.44000244 5419323.0 269.54998779
497158.19000244 5419315.0 267.32000732
497158.16000366 5419314.5 267.48001099
497158.11999512 5419314.0 267.32000732
497157.69000244 5419307.5 270.17001343
497157.66000366 5419307.0 270.79000854
497157.61999512 5419306.5 270.89001465
497157.58999634 5419306.5 270.89001465
497157.55999756 5419306.0 270.82000732
497157.52999878 5419305.5 271.1000061
497157.5 5419305.0 271.23001099
497157.52999878 5419304.5 270.32000732
497157.5 5419304.0 270.57998657
497157.52999878 5419303.5 269.38000488
497157.08999634 5419297.5 272.45001221
497157.05999756 5419297.0 272.94000244
497157.02999878 5419296.5 273.45001221
497157.05999756 5419296.5 271.95001221
497157.05999756 5419296.0 271.94000244
497157.0 5419295.5 272.26000977
497157.0 5419295.0 272.23001099
497156.97000122 5419294.5 272.20001221
497156.94000244 5419294.0 272.19000244
497156.94000244 5419293.5 272.20001221
497156.91000366 5419293.0 272.22000122
497156.88000488 5419293.0 272.19000244
497156.88000488 5419292.5 272.13000488
497156.83999634 5419292.0 272.1000061
497156.80999756 5419291.5 272.07000732
497156.80999756 5419291.0 272.07000732
497156.77999878 5419290.5 272.07000732
497156.75 5419290.0 272.07000732
497156.75 5419289.5 272.04998779
497156.72000122 5419289.0 272.01998901
497156.69000244 5419288.5 272.01000977
497156.69000244 5419288.5 272.0
497156.66000366 5419288.0 272.01000977
497157.22000122 5419288.0 272.32000732
497157.25 5419288.5 272.32000732
497157.25 5419289.0 272.29000854
497157.27999878 5419289.5 272.32998657
497157.30999756 5419290.0 272.39001465
497157.30999756 5419290.5 272.35998535
497157.33999634 5419291.0 272.39001465
497157.38000488 5419291.0 272.39001465
497157.41000366 5419291.5 272.39001465
497157.41000366 5419292.0 272.45001221
497157.44000244 5419292.5 272.45001221
497157.47000122 5419293.0 272.48001099
497157.47000122 5419293.5 272.5
497157.5 5419294.0 272.48001099
497157.52999878 5419294.5 272.54998779
497157.52999878 5419295.0 272.54000854
497157.55999756 5419295.5 272.57000732
497157.55999756 5419296.0 273.32000732
497157.55999756 5419296.0 273.89001465
497157.5 5419297.0 276.1000061
497158.16000366 5419304.0 268.72000122
497158.11999512 5419304.0 270.07000732
497158.11999512 5419304.5 270.44000244
497158.16000366 5419305.0 270.48001099
497158.16000366 5419305.5 270.57998657
497158.19000244 5419306.0 270.79000854
497158.19000244 5419306.5 270.79000854
497158.25 5419307.0 270.19000244
497158.25 5419307.5 270.51998901
497158.75 5419314.0 266.85998535
497158.77999878 5419314.5 267.13000488
497158.77999878 5419315.0 267.25
497159.05999756 5419323.0 269.54998779
497159.02999878 5419323.0 271.07998657
497159.02999878 5419323.5 271.38000488
497159.05999756 5419324.0 271.23001099
497159.05999756 5419324.5 271.23001099
497158.94000244 5419324.5 274.70001221
497158.94000244 5419325.0 274.95001221
497158.94000244 5419325.5 275.17001343
497158.97000122 5419327.0 276.22000122
497159.0 5419327.5 276.45001221
497159.0 5419328.0 276.70001221
497159.0 5419328.0 276.98001099
497159.0 5419328.5 277.25
497159.02999878 5419329.0 277.48001099
497159.02999878 5419329.5 277.73001099
497159.02999878 5419330.0 278.01998901
497159.05999756 5419330.5 278.26000977
497159.05999756 5419330.5 278.51000977
497159.05999756 5419331.0 278.79000854
497159.05999756 5419331.5 279.04000854
497159.08999634 5419332.0 279.29000854
497159.08999634 5419332.5 279.51000977
497159.11999512 5419333.0 279.17001343
497159.19000244 5419333.0 278.82998657
497159.22000122 5419333.5 278.57000732
497159.25 5419334.0 278.25
497159.27999878 5419334.5 277.94000244
497159.30999756 5419335.0 277.64001465
497159.33999634 5419335.5 277.3500061
497159.41000366 5419336.0 277.07000732
497159.44000244 5419336.5 276.75
497159.47000122 5419337.0 276.44000244
497159.5 5419337.5 276.17001343
497159.52999878 5419338.0 275.8500061
497159.58999634 5419338.5 275.57000732
497159.61999512 5419339.0 275.29000854
497159.66000366 5419339.5 274.95001221
497159.69000244 5419340.0 274.67001343
497160.16000366 5419340.0 274.6000061
497160.11999512 5419339.5 274.89001465
497160.08999634 5419339.0 275.17001343
497160.05999756 5419338.5 275.48001099
497160.02999878 5419338.0 275.79998779
497160.0 5419337.5 276.07998657
497159.97000122 5419337.0 276.35998535
497159.91000366 5419336.5 276.69000244
497159.88000488 5419336.5 276.97000122
497159.83999634 5419336.0 277.29998779
497159.80999756 5419335.5 277.57000732
497159.77999878 5419335.0 277.89001465
497159.72000122 5419334.5 278.20001221
497159.69000244 5419334.0 278.48001099
497159.66000366 5419333.5 278.79000854
497159.61999512 5419333.0 279.1000061
497159.58999634 5419332.5 279.39001465
497159.55999756 5419332.0 279.35998535
497159.55999756 5419331.5 279.14001465
497159.55999756 5419331.0 278.82998657
497159.55999756 5419331.0 278.57998657
497159.52999878 5419330.5 278.32998657
497159.52999878 5419330.0 278.07000732
497159.52999878 5419329.5 277.82000732
497159.5 5419329.0 277.57000732
497159.5 5419329.0 277.29000854
497159.5 5419328.5 277.04000854
497159.5 5419328.0 276.76998901
497159.47000122 5419327.5 276.54000854
497159.47000122 5419327.0 276.26000977
497159.47000122 5419326.5 276.01998901
497159.47000122 5419326.5 275.79000854
497159.44000244 5419326.0 275.51000977
497159.44000244 5419325.5 275.26998901
497159.44000244 5419325.0 274.98001099
497159.44000244 5419324.5 274.75
497159.58999634 5419324.5 271.23001099
497159.55999756 5419324.0 271.22000122
497159.52999878 5419323.5 271.26000977
497159.27999878 5419315.0 267.48001099
497159.27999878 5419314.5 267.39001465
497159.25 5419314.0 267.39001465
497158.72000122 5419306.0 270.89001465
497158.69000244 5419305.5 270.70001221
497158.66000366 5419305.5 271.04998779
497158.69000244 5419305.0 269.82998657
497158.69000244 5419304.5 269.26000977
